,time stamp,open,high,low,close,volume
183,2023-01-03 07:03,240.92,240.92,240.92,240.92,103
184,2023-01-03 07:04,240.92,240.92,240.92,240.92,103
185,2023-01-03 07:05,240.88,240.88,240.88,240.88,375
186,2023-01-03 07:06,240.88,240.88,240.88,240.88,367
187,2023-01-03 07:07,240.87,241.0,240.87,241.0,715
188,2023-01-03 07:08,240.99,240.99,240.98,240.98,384
189,2023-01-03 07:09,240.95,240.95,240.95,240.95,162
190,2023-01-03 07:10,240.95,240.95,240.95,240.95,162
191,2023-01-03 07:11,240.95,240.95,240.95,240.95,162
192,2023-01-03 07:12,240.95,240.95,240.95,240.95,162
193,2023-01-03 07:13,240.98,241.0,240.98,241.0,1452
194,2023-01-03 07:14,241.18,241.18,241.18,241.18,404
195,2023-01-03 07:15,241.18,241.18,241.18,241.18,404
196,2023-01-03 07:16,241.18,241.18,241.18,241.18,404
197,2023-01-03 07:17,241.18,241.18,241.18,241.18,404
198,2023-01-03 07:18,241.18,241.18,241.18,241.18,404
199,2023-01-03 07:19,241.18,241.18,241.18,241.18,404
200,2023-01-03 07:20,241.06,241.06,240.99,240.99,2936
201,2023-01-03 07:21,241.06,241.06,240.99,240.99,2936
202,2023-01-03 07:22,241.06,241.06,240.99,240.99,2936
203,2023-01-03 07:23,241.06,241.06,240.99,240.99,2936
204,2023-01-03 07:24,241.24,241.24,241.24,241.24,169
205,2023-01-03 07:25,241.25,241.25,241.24,241.25,1233
206,2023-01-03 07:26,241.18,241.18,241.17,241.17,876
207,2023-01-03 07:27,241.18,241.18,241.17,241.17,876
208,2023-01-03 07:28,241.18,241.18,241.17,241.17,876
209,2023-01-03 07:29,241.18,241.18,241.17,241.17,876
210,2023-01-03 07:30,241.15,241.24,241.09,241.24,1426
211,2023-01-03 07:31,241.24,241.25,241.24,241.25,1673
212,2023-01-03 07:32,241.25,241.25,241.25,241.25,409
213,2023-01-03 07:33,241.28,241.45,241.28,241.45,1739
214,2023-01-03 07:34,241.35,241.35,241.35,241.35,277
215,2023-01-03 07:35,241.35,241.35,241.35,241.35,277
216,2023-01-03 07:36,241.35,241.35,241.26,241.26,825
217,2023-01-03 07:37,241.35,241.35,241.26,241.26,825
218,2023-01-03 07:38,241.35,241.35,241.26,241.26,825
219,2023-01-03 07:39,241.35,241.35,241.26,241.26,825
220,2023-01-03 07:40,241.46,241.53,241.27,241.27,2154
221,2023-01-03 07:41,241.5,241.65,241.5,241.65,989
222,2023-01-03 07:42,241.6,241.6,241.6,241.6,149
223,2023-01-03 07:43,241.6,241.6,241.6,241.6,149
224,2023-01-03 07:44,241.6,241.6,241.6,241.6,149
225,2023-01-03 07:45,241.6,241.6,241.6,241.6,149
226,2023-01-03 07:46,241.6,241.6,241.6,241.6,149
227,2023-01-03 07:47,241.4,241.4,241.25,241.25,680
228,2023-01-03 07:48,241.4,241.4,241.25,241.25,680
229,2023-01-03 07:49,241.4,241.4,241.25,241.25,680
230,2023-01-03 07:50,241.4,241.4,241.25,241.25,680
231,2023-01-03 07:51,241.4,241.4,241.25,241.25,680
232,2023-01-03 07:52,241.4,241.4,241.25,241.25,680
233,2023-01-03 07:53,241.4,241.4,241.25,241.25,680
234,2023-01-03 07:54,241.31,241.31,241.31,241.31,252
235,2023-01-03 07:55,241.3,241.3,241.3,241.3,270
236,2023-01-03 07:56,241.3,241.3,241.3,241.3,270
237,2023-01-03 07:57,241.3,241.3,241.3,241.3,270
238,2023-01-03 07:58,241.25,241.25,241.25,241.25,256
239,2023-01-03 07:59,241.25,241.25,241.25,241.25,256
240,2023-01-03 08:00,240.9739,241.6197,240.68,241.1,5563
241,2023-01-03 08:01,241.4,241.95,240.55,241.67,3919
242,2023-01-03 08:02,241.72,241.83,241.72,241.8,1012
243,2023-01-03 08:03,241.96,241.97,241.81,241.81,632
244,2023-01-03 08:04,241.96,241.97,241.81,241.81,632
245,2023-01-03 08:05,241.8,241.8,241.8,241.8,723
246,2023-01-03 08:06,241.8,241.8,241.8,241.8,723
247,2023-01-03 08:07,241.55,241.55,241.55,241.55,629
248,2023-01-03 08:08,241.37,241.37,241.37,241.37,1212
249,2023-01-03 08:09,241.27,241.27,240.7,240.91,8102
250,2023-01-03 08:10,241.27,241.27,240.7,240.91,8102
251,2023-01-03 08:11,241.27,241.27,240.7,240.91,8102
252,2023-01-03 08:12,241.31,241.31,241.31,241.31,1221
253,2023-01-03 08:13,241.51,241.51,241.51,241.51,240
254,2023-01-03 08:14,241.5,241.5,241.49,241.5,1799
255,2023-01-03 08:15,241.4,241.4,241.4,241.4,854
256,2023-01-03 08:16,241.45,241.45,241.45,241.45,159
257,2023-01-03 08:17,241.45,241.45,241.45,241.45,272
258,2023-01-03 08:18,241.5,241.5,241.5,241.5,864
259,2023-01-03 08:19,241.57,241.57,241.5,241.56,4262
260,2023-01-03 08:20,241.55,241.9,241.55,241.9,2548
261,2023-01-03 08:21,241.87,241.95,241.87,241.95,1429
262,2023-01-03 08:22,241.95,242.47,241.94,242.29,4204
263,2023-01-03 08:23,241.95,242.47,241.94,242.29,4204
264,2023-01-03 08:24,241.95,242.47,241.94,242.29,4204
265,2023-01-03 08:25,241.95,242.47,241.94,242.29,4204
266,2023-01-03 08:26,241.95,242.47,241.94,242.29,4204
267,2023-01-03 08:27,241.95,242.47,241.94,242.29,4204
268,2023-01-03 08:28,241.86,241.87,241.86,241.87,1117
269,2023-01-03 08:29,241.86,241.87,241.86,241.87,1117
270,2023-01-03 08:30,241.89,241.89,241.82,241.82,858
271,2023-01-03 08:31,241.8,241.9,241.55,241.9,2166
272,2023-01-03 08:32,241.908,241.908,241.9001,241.9001,1892
273,2023-01-03 08:33,241.908,241.908,241.9001,241.9001,1892
274,2023-01-03 08:34,241.908,241.908,241.9001,241.9001,1892
275,2023-01-03 08:35,241.9001,241.9001,241.9,241.9001,1435
276,2023-01-03 08:36,241.9001,241.9001,241.9,241.9001,1435
277,2023-01-03 08:37,242.15,242.15,242.15,242.15,1089
278,2023-01-03 08:38,242.2,242.2,242.2,242.2,751
279,2023-01-03 08:39,242.2,242.2,242.2,242.2,751
280,2023-01-03 08:40,242.3,242.3,242.3,242.3,383
281,2023-01-03 08:41,242.3,242.3,242.3,242.3,383
282,2023-01-03 08:42,242.3,242.3,242.3,242.3,383
283,2023-01-03 08:43,242.16,242.16,242.16,242.16,347
284,2023-01-03 08:44,242.25,242.35,242.24,242.35,1607
285,2023-01-03 08:45,242.38,242.49,242.38,242.41,1210
286,2023-01-03 08:46,242.49,242.49,242.4,242.4,854
287,2023-01-03 08:47,242.4,242.42,242.4,242.42,1022
288,2023-01-03 08:48,242.45,242.45,242.45,242.45,1988
289,2023-01-03 08:49,242.39,242.39,242.36,242.39,841
290,2023-01-03 08:50,242.4,242.4,242.4,242.4,167
291,2023-01-03 08:51,242.4,242.4,242.4,242.4,167
292,2023-01-03 08:52,242.2245,242.2245,242.2245,242.2245,408
293,2023-01-03 08:53,242.4499,242.4499,242.4499,242.4499,1791
294,2023-01-03 08:54,242.2001,242.2001,242.2001,242.2001,538
295,2023-01-03 08:55,242.2001,242.2001,242.2001,242.2001,538
296,2023-01-03 08:56,242.2001,242.2001,242.2001,242.2001,538
297,2023-01-03 08:57,242.15,242.15,242.15,242.15,227
298,2023-01-03 08:58,242.24,242.3,242.24,242.29,691
299,2023-01-03 08:59,242.29,242.29,242.29,242.29,1783
300,2023-01-03 09:00,242.16,242.19,242.15,242.19,4538
301,2023-01-03 09:01,242.16,242.19,242.15,242.19,4538
302,2023-01-03 09:02,242.15,242.15,242.15,242.15,1643
303,2023-01-03 09:03,242.25,242.25,242.25,242.25,296
304,2023-01-03 09:04,242.25,242.26,242.25,242.25,1499
305,2023-01-03 09:05,242.25,242.26,242.25,242.25,1499
306,2023-01-03 09:06,242.3,242.3,242.3,242.3,400
307,2023-01-03 09:07,242.3,242.3,242.3,242.3,400
308,2023-01-03 09:08,242.3,242.38,242.3,242.38,774
309,2023-01-03 09:09,242.44,242.44,242.44,242.44,278
310,2023-01-03 09:10,242.44,242.44,242.44,242.44,278
311,2023-01-03 09:11,242.39,242.48,242.39,242.42,1417
312,2023-01-03 09:12,242.26,242.26,242.26,242.26,196
313,2023-01-03 09:13,242.4256,242.4256,242.4256,242.4256,311
314,2023-01-03 09:14,242.45,242.67,242.45,242.67,2019
315,2023-01-03 09:15,242.45,242.67,242.45,242.67,2019
316,2023-01-03 09:16,242.67,242.67,242.67,242.67,1734
317,2023-01-03 09:17,242.6745,242.71,242.6745,242.71,809
318,2023-01-03 09:18,242.72,242.74,242.72,242.74,1271
319,2023-01-03 09:19,242.72,242.74,242.72,242.74,1271
320,2023-01-03 09:20,242.72,242.74,242.72,242.74,1271
321,2023-01-03 09:21,242.7,242.7,242.64,242.64,1334
322,2023-01-03 09:22,242.6,242.6,242.55,242.55,3976
323,2023-01-03 09:23,242.6,242.6,242.55,242.55,3976
324,2023-01-03 09:24,242.7,242.7,242.7,242.7,296
325,2023-01-03 09:25,242.51,242.88,242.5,242.79,2841
326,2023-01-03 09:26,242.6,242.73,242.6,242.73,783
327,2023-01-03 09:27,242.79,243.69,242.69,243.62,8757
328,2023-01-03 09:28,243.63,243.98,243.49,243.67,8022
329,2023-01-03 09:29,243.53,243.8,243.2,243.35,6794
330,2023-01-03 09:30,243.08,243.4885,242.11,242.16,598716
331,2023-01-03 09:31,242.13,242.23,241.7,242.08,134505
332,2023-01-03 09:32,242.08,242.79,242.08,242.7201,117908
333,2023-01-03 09:33,242.74,243.87,242.74,243.85,115365
334,2023-01-03 09:34,243.84,244.04,243.16,243.2467,127227
335,2023-01-03 09:35,243.26,243.44,242.8,242.97,127989
336,2023-01-03 09:36,242.98,243.09,242.49,242.74,86362
337,2023-01-03 09:37,242.75,244.05,242.73,243.92,163471
338,2023-01-03 09:38,243.92,244.35,243.71,243.89,124087
339,2023-01-03 09:39,243.93,244.92,243.93,244.74,125049
340,2023-01-03 09:40,244.76,245.25,244.61,245.1689,161741
341,2023-01-03 09:41,245.18,245.49,245.17,245.39,134554
342,2023-01-03 09:42,245.39,245.75,245.39,245.43,158341
343,2023-01-03 09:43,245.45,245.7258,245.33,245.33,95931
344,2023-01-03 09:44,245.315,245.46,244.34,244.503,129834
345,2023-01-03 09:45,244.53,244.74,243.11,243.8428,427985
346,2023-01-03 09:46,243.86,244.59,243.79,244.54,138413
347,2023-01-03 09:47,244.56,244.63,243.8,243.92,106009
348,2023-01-03 09:48,243.92,244.02,242.91,242.96,157518
349,2023-01-03 09:49,242.93,243.51,242.86,243.375,95513
350,2023-01-03 09:50,243.36,243.56,243.18,243.29,66546
351,2023-01-03 09:51,243.2692,243.45,243.0039,243.365,83565
352,2023-01-03 09:52,243.36,243.5,242.4,242.4001,158505
353,2023-01-03 09:53,242.3999,242.54,241.84,241.94,151171
354,2023-01-03 09:54,241.94,241.98,241.685,241.945,81839
355,2023-01-03 09:55,241.93,242.1198,241.39,241.86,104774
356,2023-01-03 09:56,241.86,242.23,241.7434,241.935,46283
357,2023-01-03 09:57,241.91,242.05,241.66,241.875,48247
358,2023-01-03 09:58,241.87,241.87,241.41,241.52,69072
359,2023-01-03 09:59,241.5399,241.62,241.25,241.25,51686
360,2023-01-03 10:00,241.27,241.68,241.2,241.52,87936
361,2023-01-03 10:01,241.54,241.82,241.35,241.41,82051
362,2023-01-03 10:02,241.4,241.43,241.19,241.27,59750
363,2023-01-03 10:03,241.2856,241.61,241.27,241.6,53530
364,2023-01-03 10:04,241.6116,241.66,241.23,241.35,71553
365,2023-01-03 10:05,241.37,241.55,241.135,241.515,82277
366,2023-01-03 10:06,241.43,241.55,241.155,241.155,57539
367,2023-01-03 10:07,241.15,241.59,241.031,241.59,53228
368,2023-01-03 10:08,241.54,241.79,241.54,241.56,65063
369,2023-01-03 10:09,241.53,241.54,241.06,241.185,76134
370,2023-01-03 10:10,241.17,241.24,240.84,241.24,73216
371,2023-01-03 10:11,241.15,241.16,240.84,241.085,45186
372,2023-01-03 10:12,241.09,241.09,240.7,240.7572,76237
373,2023-01-03 10:13,240.76,240.815,240.33,240.3582,73531
374,2023-01-03 10:14,240.36,240.4,240.19,240.29,57967
375,2023-01-03 10:15,240.3,240.5528,240.19,240.53,39738
376,2023-01-03 10:16,240.5393,240.5796,240.28,240.5068,44691
377,2023-01-03 10:17,240.5,240.51,240.08,240.08,66957
378,2023-01-03 10:18,240.09,240.2,239.79,239.9699,97209
379,2023-01-03 10:19,239.97,240.08,239.84,239.937,60276
380,2023-01-03 10:20,239.91,240.175,239.87,240.15,44400
381,2023-01-03 10:21,240.1549,240.16,239.67,239.7,73896
382,2023-01-03 10:22,239.7,239.76,239.6,239.72,73471
383,2023-01-03 10:23,239.71,240.08,239.7,240.025,110728
384,2023-01-03 10:24,240.0249,240.07,239.76,239.94,60283
385,2023-01-03 10:25,239.9,240.05,239.86,239.92,56660
386,2023-01-03 10:26,239.93,239.98,239.55,239.56,82463
387,2023-01-03 10:27,239.57,239.83,239.56,239.745,41085
388,2023-01-03 10:28,239.74,239.74,239.46,239.48,47420
389,2023-01-03 10:29,239.5,239.81,239.3401,239.7881,45135
390,2023-01-03 10:30,239.8,239.8,238.96,238.96,106031
391,2023-01-03 10:31,238.93,239.11,238.84,239.02,68244
392,2023-01-03 10:32,239.01,239.22,238.76,238.77,81872
393,2023-01-03 10:33,238.755,238.87,238.6149,238.68,48234
394,2023-01-03 10:34,238.6755,238.89,238.65,238.82,34114
395,2023-01-03 10:35,238.83,239.2,238.83,239.05,60611
396,2023-01-03 10:36,239.03,239.09,238.91,238.94,30976
397,2023-01-03 10:37,238.91,239.04,238.86,239.0225,35637
398,2023-01-03 10:38,239.01,239.2994,238.88,239.23,57134
399,2023-01-03 10:39,239.22,239.29,238.891,238.96,51671
400,2023-01-03 10:40,238.97,239.2773,238.96,239.25,61577
401,2023-01-03 10:41,239.25,239.48,239.22,239.47,64642
402,2023-01-03 10:42,239.47,239.47,239.1,239.17,51700
403,2023-01-03 10:43,239.19,239.25,238.88,238.98,61068
404,2023-01-03 10:44,239.0024,239.12,238.79,238.81,37116
405,2023-01-03 10:45,238.82,239.28,238.78,239.23,45332
406,2023-01-03 10:46,239.22,239.5866,239.22,239.52,49922
407,2023-01-03 10:47,239.51,239.53,239.11,239.12,63619
408,2023-01-03 10:48,239.105,239.275,239.015,239.21,46800
409,2023-01-03 10:49,239.22,239.31,239.06,239.115,28671
410,2023-01-03 10:50,239.13,239.18,238.815,238.815,49706
411,2023-01-03 10:51,238.82,238.9,238.565,238.58,76123
412,2023-01-03 10:52,238.5833,238.605,238.39,238.56,115298
413,2023-01-03 10:53,238.5982,238.7,238.47,238.62,41819
414,2023-01-03 10:54,238.585,238.6032,238.3,238.335,54269
415,2023-01-03 10:55,238.35,238.87,238.35,238.85,42909
416,2023-01-03 10:56,238.83,239.27,238.83,239.266,40006
417,2023-01-03 10:57,239.27,239.45,239.185,239.43,47470
418,2023-01-03 10:58,239.41,239.71,239.4001,239.54,48979
419,2023-01-03 10:59,239.5,239.78,239.485,239.63,51255
420,2023-01-03 11:00,239.665,239.83,239.65,239.74,55799
421,2023-01-03 11:01,239.73,239.7337,239.45,239.4767,34666
422,2023-01-03 11:02,239.45,239.45,239.17,239.18,46794
423,2023-01-03 11:03,239.1967,239.23,239.04,239.23,36276
424,2023-01-03 11:04,239.22,239.225,238.78,238.83,40007
425,2023-01-03 11:05,238.83,238.9,238.645,238.815,54620
426,2023-01-03 11:06,238.84,238.84,238.62,238.6895,41977
427,2023-01-03 11:07,238.69,238.69,238.39,238.46,55059
428,2023-01-03 11:08,238.465,238.725,238.405,238.655,51271
429,2023-01-03 11:09,238.67,238.69,237.82,237.92,227121
430,2023-01-03 11:10,237.91,238.18,237.72,238.0635,68527
431,2023-01-03 11:11,238.07,238.1,237.83,237.92,40413
432,2023-01-03 11:12,237.95,238.06,237.9,238.0,41652
433,2023-01-03 11:13,238.0,238.0,237.78,237.901,48428
434,2023-01-03 11:14,237.9,237.9252,237.5,237.64,58586
435,2023-01-03 11:15,237.67,237.9,237.58,237.82,51988
436,2023-01-03 11:16,237.85,237.97,237.74,237.85,29148
437,2023-01-03 11:17,237.84,238.0,237.82,237.98,25679
438,2023-01-03 11:18,237.96,238.2,237.95,238.1701,28771
439,2023-01-03 11:19,238.17,238.195,237.99,238.08,30424
440,2023-01-03 11:20,238.06,238.115,237.8,237.8,35535
